Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Feb 21 15:17:28 EST 2022,Joiner.java,1645474648312,45198,0,(F)1(I)1,0.5,0.0,0.0,50.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Feb 21 15:17:28 EST 2022,Joiner.java, 1645474648312
2,,Mon Feb 21 15:18:20 EST 2022,TokenCounterJoiner.java,1645474700083,46117,0,(I)2(R)2(F)2(D)1(F)1(D)1,0.2222222222222222,22.22222222222222,0.0,33.33333333333333,0.0,0.0,0.1956521739130435,0.0,0.043478260869565216,0.06521739130434782,0.0,0.043478260869565216,0.043478260869565216,0.0,[]
3,,Mon Feb 21 15:19:06 EST 2022,TokenCounterJoiner.java,1645474746201,40749,0,(F)1(I)2(D)1(F)1,0.4,20.0,0.0,40.0,0.0,0.0,0.125,0.0,0.025,0.05,0.0,0.0,0.05,0.0,[]
4,,Mon Feb 21 15:19:47 EST 2022,TokenCounterJoiner.java,1645474787906,19532,0,(F)1(I)5(R)2(D)1(F)1,0.5,10.0,0.0,20.0,0.0,0.0,0.5263157894736842,0.0,0.05263157894736842,0.10526315789473684,0.0,0.10526315789473684,0.2631578947368421,0.0,[]
5,,Mon Feb 21 15:20:09 EST 2022,TokenCounterJoiner.java,1645474809441,72787,0,(D)2,0.0,100.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,1.0,[]
6,,Mon Feb 21 15:21:22 EST 2022,TokenCounterJoiner.java,1645474882233,36240,0,(F)3(I)1(R)2(I)1,0.2857142857142857,0.0,0.0,42.857142857142854,0.0,0.0,0.19444444444444445,0.0,0.0,0.08333333333333333,0.0,0.05555555555555555,0.05555555555555555,0.0,[]
7,,Mon Feb 21 15:21:58 EST 2022,TokenCounterJoiner.java,1645474918483,21865,0,(I)1(D)1(F)1,0.3333333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.14285714285714285,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,[]
8,,Mon Feb 21 15:22:20 EST 2022,TokenCounterJoiner.java,1645474940605,20934,0,(D)1,0.0,100.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,[]
9,,Mon Feb 21 15:22:41 EST 2022,TokenCounterJoiner.java,1645474961539,37757,0,(F)1(I)2(R)5(I)1,0.3333333333333333,0.0,0.0,11.11111111111111,0.0,0.0,0.24324324324324326,0.0,0.0,0.02702702702702703,0.0,0.13513513513513514,0.08108108108108109,0.0,[]
10,,Mon Feb 21 15:23:19 EST 2022,TokenCounterJoiner.java,1645474999296,59464,0,(I)3(D)1(F)2(I)1(F)4(I)1,0.4166666666666667,8.333333333333332,0.0,50.0,0.0,0.0,0.2033898305084746,0.0,0.01694915254237288,0.1016949152542373,0.0,0.0,0.0847457627118644,0.0,[]
11,,Mon Feb 21 15:24:19 EST 2022,TokenCounterJoiner.java,1645475059362,20407,0,(R)2(I)1(R)2(D)1(F)1(D)1,0.125,25.0,0.0,12.5,0.0,0.0,0.4,0.0,0.1,0.05,0.0,0.2,0.05,0.0,[]
12,,Mon Feb 21 15:24:39 EST 2022,TokenCounterJoiner.java,1645475079918,41995,0,(F)1(I)3(D)1(F)1,0.5,16.666666666666664,0.0,33.33333333333333,0.0,0.0,0.14634146341463414,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.07317073170731707,0.0,[]
13,,Mon Feb 21 15:25:21 EST 2022,TokenCounterJoiner.java,1645475121913,35039,0,(D)1,0.0,100.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,[]
14,,Mon Feb 21 15:25:57 EST 2022,TokenCounterJoiner.java,1645475157047,92097,0,(F)1(I)1,0.5,0.0,0.0,50.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.010869565217391304,0.0,0.0,0.010869565217391304,0.0,[]
15,,Mon Feb 21 15:27:29 EST 2022,TokenCounterJoiner.java,1645475249888,30288,0,(I)3(F)1(I)1(N)1(F)1(I)1(F)1(I)1(F)1(I)3(F)1,0.6,0.0,6.666666666666667,33.33333333333333,0.0,0.0,0.5,0.03333333333333333,0.0,0.16666666666666666,0.0,0.0,0.3,0.0,[]
16,,Mon Feb 21 15:28:00 EST 2022,TokenCounterJoiner.java,1645475280427,3581,3581,(I)1(R)3(I)1(R)1(I)2(R)2(I)1(R)2(I)1(R)1(I)1(R)1(I)5,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,7.333333333333333,0.0,0.0,0.0,0.0,3.3333333333333335,4.0,0.0,[]
17,,Mon Feb 21 15:28:03 EST 2022,TokenCounterBarrier.java,1645475283992,28225,0,(N)1(F)1(I)8(F)1(I)2(N)1(F)1(I)1,0.6875,0.0,12.5,18.75,0.0,0.0,0.5714285714285714,0.07142857142857142,0.0,0.10714285714285714,0.0,0.0,0.39285714285714285,0.0,[]
18,,Mon Feb 21 15:28:32 EST 2022,Reducer.java,1645475312462,39001,0,(I)13(F)1(I)1,0.9333333333333333,0.0,0.0,6.666666666666667,0.0,0.0,0.38461538461538464,0.0,0.0,0.02564102564102564,0.0,0.0,0.358974358974359,0.0,[]
19,,Mon Feb 21 15:29:12 EST 2022,Reducer.java,1645475352988,-42957,-42957,(I)1(N)2(F)1(I)2(F)4(I)8,0.6111111111111112,0.0,11.11111111111111,27.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
20,,Mon Feb 21 15:28:30 EST 2022,ReducerFactory.java,1645475310042,62168,0,(I)14(F)2(I)1(F)2,0.7894736842105263,0.0,0.0,21.052631578947366,0.0,0.0,0.3064516129032258,0.0,0.0,0.06451612903225806,0.0,0.0,0.24193548387096775,0.0,[]
21,,Mon Feb 21 15:29:32 EST 2022,ReducerFactory.java,1645475372352,33774,0,(I)5(F)1(I)2(N)3(F)1(I)1(R)1(I)1,0.6,0.0,20.0,13.333333333333334,0.0,0.0,0.45454545454545453,0.09090909090909091,0.0,0.06060606060606061,0.0,0.030303030303030304,0.2727272727272727,0.0,[]
22,,Mon Feb 21 15:30:06 EST 2022,SumModel.java,1645475406126,50211,0,(D)2(F)2(I)3,0.42857142857142855,28.57142857142857,0.0,28.57142857142857,0.0,0.0,0.14,0.0,0.04,0.04,0.0,0.0,0.06,0.0,[]
23,,Mon Feb 21 15:30:56 EST 2022,TokenCounterModel.java,1645475456337,32753,0,(I)4(F)1(N)1(I)1(N)3(F)1(I)2,0.5384615384615384,0.0,30.76923076923077,15.384615384615385,0.0,0.0,0.40625,0.125,0.0,0.0625,0.0,0.0,0.21875,0.0,[]
24,,Mon Feb 21 15:31:29 EST 2022,TokenCounterModel.java,1645475489089,22328,0,(I)1(F)1(I)2(N)2(F)1(I)1(D)1(F)3,0.3333333333333333,8.333333333333332,16.666666666666664,41.66666666666667,0.0,0.0,0.5454545454545454,0.09090909090909091,0.045454545454545456,0.22727272727272727,0.0,0.0,0.18181818181818182,0.0,[]
25,,Mon Feb 21 15:31:51 EST 2022,TokenCounterModel.java,1645475511417,17204,0,(D)1,0.0,100.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,[]
